headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
All-Time #NBArank: Top 10 point guards ever,2016-01-15,"['alltime', 'nbarank', 'top', '10', 'point', 'guard', 'ever']",0,0,0
Watkins: How Houston Rockets righted the ship,2016-01-15,"['watkins', 'houston', 'rocket', 'righted', 'ship']",0,0,0
"5-on-5: Debating LeBron, Bird, Durant, Melo",2016-01-15,"['5on5', 'debating', 'lebron', 'bird', 'durant', 'melo']",0,0,0
Butler pours in 53 as Bulls overcome 76ers in OT,2016-01-15,"['butler', 'pours', '53', 'bull', 'overcome', '76ers', 'ot']",0,0,0
Lowe: What the blank is going on in Milwaukee?,2016-01-15,"['lowe', 'blank', 'going', 'milwaukee']",0,0,0
"Curry, Warriors spoil Kobe's farewell in Oakland, 116-98",2016-01-15,"['curry', 'warrior', 'spoil', 'kobe', 'farewell', 'oakland', '11698']",0,0,2
Andre Iguodala Q&A: Aspirations bigger than basketball,2016-01-15,"['andre', 'iguodala', 'qa', 'aspiration', 'bigger', 'basketball']",0,0,0
Chalmers' leaner lifts Grizzlies over Pistons 103-101,2016-01-15,"['chalmers', 'leaner', 'lift', 'grizzly', 'piston', '103101']",0,0,0
Wright/McMenamin: Cavs put Spurs' streak to test,2016-01-14,"['wrightmcmenamin', 'cavs', 'put', 'spur', 'streak', 'test']",0,0,0
"LeBron to produce, appear in reality TV series",2016-01-14,"['lebron', 'produce', 'appear', 'reality', 'tv', 'series']",0,0,0
Bulls' Rose out against Sixers; Butler to play,2016-01-14,"['bull', 'rose', 'sixer', 'butler', 'play']",0,0,0
MRI on Heat's Dragic confirms mild left calf strain,2016-01-14,"['mri', 'heat', 'dragic', 'confirms', 'mild', 'left', 'calf', 'strain']",0,0,0
McMenamin: What's behind LeBron's shift in leadership strategy,2016-01-14,"['mcmenamin', 'whats', 'behind', 'lebrons', 'shift', 'leadership', 'strategy']",0,0,0
Pacers expect Stuckey (foot) to miss 2 weeks,2016-01-14,"['pacer', 'expect', 'stuckey', 'foot', 'miss', '2', 'week']",0,0,0
Rose 'not concerned' about latest knee injury,2016-01-14,"['rose', 'concerned', 'latest', 'knee', 'injury']",0,0,0
"Drake, Hart to coach All-Star Celebrity Game",2016-01-14,"['drake', 'hart', 'coach', 'allstar', 'celebrity', 'game']",0,0,0
"Pelton: My picks for East, West All-Stars",2016-01-14,"['pelton', 'pick', 'east', 'west', 'allstars']",0,0,0
"Westbrook, Villanueva ejected in testy OKC win",2016-01-14,"['westbrook', 'villanueva', 'ejected', 'testy', 'okc', 'win']",0,0,0
"Wallace: Without Goran Dragic, Heat get off on wrong foot",2016-01-14,"['wallace', 'without', 'goran', 'dragic', 'heat', 'get', 'wrong', 'foot']",0,0,0
Heat's Dragic goes back to Miami for MRI on calf,2016-01-14,"['heat', 'dragic', 'go', 'back', 'miami', 'mri', 'calf']",0,0,0
"Melo sits, but only one-game absence expected",2016-01-14,"['melo', 'sits', 'onegame', 'absence', 'expected']",0,0,0
Barnes doubts NBPA filing will reverse wage loss,2016-01-14,"['barnes', 'doubt', 'nbpa', 'filing', 'reverse', 'wage', 'loss']",0,0,0
"Davis, Gordon get 24, Pelicans hit from deep, top Kings",2016-01-14,"['davis', 'gordon', 'get', '24', 'pelican', 'hit', 'deep', 'top', 'king']",0,0,0
Pneumonia ends Clips C Jordan's games streak,2016-01-14,"['pneumonia', 'end', 'clip', 'c', 'jordan', 'game', 'streak']",0,0,0
1-on-1 battle with Kobe: Health vs. obligation,2016-01-13,"['1on1', 'battle', 'kobe', 'health', 'v', 'obligation']",0,0,1
5-on-5: Will Harden be top-five all-time SG?,2016-01-13,"['5on5', 'harden', 'topfive', 'alltime', 'sg']",0,0,0
Trend Watch: Klay Thompson's recent surge,2016-01-13,"['trend', 'watch', 'klay', 'thompson', 'recent', 'surge']",0,0,0
"Ovechkin, Melo, Rodgers eye Powerball score",2016-01-13,"['ovechkin', 'melo', 'rodgers', 'eye', 'powerball', 'score']",0,0,0
Little big league: Isaiah Thomas walking tall in Boston,2016-01-13,"['little', 'big', 'league', 'isaiah', 'thomas', 'walking', 'tall', 'boston']",0,0,0
Windhorst: The Wolves' basketball winter,2016-01-13,"['windhorst', 'wolf', 'basketball', 'winter']",0,0,0
"Cavs trade Harris to Magic, trim luxury tax bill",2016-01-13,"['cavs', 'trade', 'harris', 'magic', 'trim', 'luxury', 'tax', 'bill']",0,0,0
Sources: Nets consider Bryan Colangelo for GM,2016-01-13,"['source', 'net', 'consider', 'bryan', 'colangelo', 'gm']",0,1,0
Melo exits Knicks' win with right ankle sprain,2016-01-13,"['melo', 'exit', 'knicks', 'win', 'right', 'ankle', 'sprain']",0,0,0
Trade Grades: Cavs make first deal of 2016,2016-01-13,"['trade', 'grade', 'cavs', 'make', 'first', 'deal', '2016']",0,1,0
Lakers unsure if Kobe (Achilles) will play Thurs.,2016-01-13,"['lakers', 'unsure', 'kobe', 'achilles', 'play', 'thurs']",0,0,0
Knicks hold off Celtics after Anthony sprains ankle,2016-01-13,"['knicks', 'hold', 'celtic', 'anthony', 'sprain', 'ankle']",0,0,0
Pelicans' Davis out again with bruised back,2016-01-13,"['pelican', 'davis', 'bruised', 'back']",0,0,0
Butler's Final Four center Smith dies at age 25,2016-01-12,"['butler', 'final', 'four', 'center', 'smith', 'dy', 'age', '25']",0,0,0
5-on-5: Will Curry pass Magic as best PG ever?,2016-01-12,"['5on5', 'curry', 'pas', 'magic', 'best', 'pg', 'ever']",0,0,0
Cregan: Handcuffs worth adding to your fantasy team,2016-01-12,"['cregan', 'handcuff', 'worth', 'adding', 'fantasy', 'team']",0,0,0
Derrick Rose Q&A: 'I can't get mad at what they say',2016-01-12,"['derrick', 'rose', 'qa', 'cant', 'get', 'mad', 'say']",0,0,0
Lowe: Looking to leap in Toronto,2016-01-12,"['lowe', 'looking', 'leap', 'toronto']",0,0,0
Wizards' Gortat to be checked for staph infection,2016-01-12,"['wizard', 'gortat', 'checked', 'staph', 'infection']",0,0,0
Wizards G Wall to have precautionary knee MRI,2016-01-12,"['wizard', 'g', 'wall', 'precautionary', 'knee', 'mri']",0,0,0
76ers to retire Schayes' No. 4; Noel to still wear,2016-01-12,"['76ers', 'retire', 'schayes', '4', 'noel', 'still', 'wear']",0,0,0
Prokhorov: Time was right to begin Nets' reset,2016-01-12,"['prokhorov', 'time', 'right', 'begin', 'net', 'reset']",0,0,0
Pelicans' Pondexter to miss rest of season (knee),2016-01-12,"['pelican', 'pondexter', 'miss', 'rest', 'season', 'knee']",0,0,0
Wizards C Gortat sidelined by sore left knee,2016-01-11,"['wizard', 'c', 'gortat', 'sidelined', 'sore', 'left', 'knee']",0,0,0
Watkins: J.B. Bickerstaff learning on fly,2016-01-11,"['watkins', 'jb', 'bickerstaff', 'learning', 'fly']",0,0,0
20 Questions: Recapping The NFL Playoffs And Golden Globes,2016-01-11,"['20', 'question', 'recapping', 'nfl', 'playoff', 'golden', 'globe']",0,0,0
Odom won't face charges from brothel weekend,2016-01-11,"['odom', 'wont', 'face', 'charge', 'brothel', 'weekend']",0,0,0
Sources: Calipari's Nets tie might not be enough,2016-01-11,"['source', 'caliparis', 'net', 'tie', 'might', 'enough']",0,1,0
Mazzeo: King era comes to merciful end for Nets,2016-01-11,"['mazzeo', 'king', 'era', 'come', 'merciful', 'end', 'net']",0,0,0
"Nets fire coach Hollins, reassign GM King",2016-01-11,"['net', 'fire', 'coach', 'hollins', 'reassign', 'gm', 'king']",0,0,0
Ford-Pelton: Randle a future Lakers star?,2016-01-10,"['fordpelton', 'randle', 'future', 'lakers', 'star']",0,0,0
5-on-5: What do the Brooklyn Nets do now?,2016-01-10,"['5on5', 'brooklyn', 'net']",0,0,0
"Ford: Simmons, Ingram lead draft Big Board 3.0",2016-01-10,"['ford', 'simmons', 'ingram', 'lead', 'draft', 'big', 'board', '30']",0,0,0
Celts' Stevens returns after visiting ill ex-player,2016-01-09,"['celt', 'stevens', 'return', 'visiting', 'ill', 'explayer']",0,0,0
Bulls targeting Noah return Monday vs. Wizards,2016-01-09,"['bull', 'targeting', 'noah', 'return', 'monday', 'v', 'wizard']",0,0,1
"Westbrook, Thunder overcome Lou's 44, Lakers",2016-01-09,"['westbrook', 'thunder', 'overcome', 'lous', '44', 'lakers']",0,0,0
McMenamin: LeBron backs J.R.'s shot as worthy of All-Star contest,2016-01-09,"['mcmenamin', 'lebron', 'back', 'jr', 'shot', 'worthy', 'allstar', 'contest']",0,0,0
Russell (ankle) exits again; Lakers eye Sunday,2016-01-09,"['russell', 'ankle', 'exit', 'lakers', 'eye', 'sunday']",0,0,0
Jordan Crawford erupts for 72 in China league,2016-01-09,"['jordan', 'crawford', 'erupts', '72', 'china', 'league']",0,0,0
Contact foul: Fan touches Mozgov's backside,2016-01-09,"['contact', 'foul', 'fan', 'touch', 'mozgovs', 'backside']",0,0,0
Pelicans' Davis hurts back diving into stands,2016-01-09,"['pelican', 'davis', 'hurt', 'back', 'diving', 'stand']",0,0,0
"Magic send Nets to ninth straight home loss, 83-77",2016-01-09,"['magic', 'send', 'net', 'ninth', 'straight', 'home', 'loss', '8377']",0,0,0
Odom moved from hospital to private facility,2016-01-09,"['odom', 'moved', 'hospital', 'private', 'facility']",0,0,0
Curry dons shin guards to play through injury,2016-01-09,"['curry', 'don', 'shin', 'guard', 'play', 'injury']",0,0,0
"Former Cavs, Sonics player Johnson dies at 68",2016-01-08,"['former', 'cavs', 'sonics', 'player', 'johnson', 'dy', '68']",0,0,0
"Young: Westbrook, KD have never been better",2016-01-08,"['young', 'westbrook', 'kd', 'never', 'better']",0,0,0
Pelton: Did Cavs win the Love-Wiggins trade?,2016-01-08,"['pelton', 'cavs', 'win', 'lovewiggins', 'trade']",0,0,0
5-on-5 Friday: Breaking down Cavs-Wolves and Thunder-Lakers,2016-01-08,"['5on5', 'friday', 'breaking', 'cavswolves', 'thunderlakers']",0,0,0
Strauss: How much worse are the Warriors without Stephen Curry?,2016-01-08,"['strauss', 'much', 'worse', 'warrior', 'without', 'stephen', 'curry']",0,0,2
TrueHoop Presents: Why Lakers' Nance Jr. almost quit hoops,2016-01-08,"['truehoop', 'present', 'lakers', 'nance', 'jr', 'almost', 'quit', 'hoop']",0,0,0
Holmes: Kobe reflects on Kings-Lakers battles,2016-01-08,"['holmes', 'kobe', 'reflects', 'kingslakers', 'battle']",0,0,0
Lowe: Elfrid Payton on his rapid rise and quality hair tips,2016-01-08,"['lowe', 'elfrid', 'payton', 'rapid', 'rise', 'quality', 'hair', 'tip']",0,0,0
Grizzlies Elliot Williams to 10-day contract,2016-01-08,"['grizzly', 'elliot', 'williams', '10day', 'contract']",0,0,0
How an Atlanta Hawks regime was torn apart,2016-01-08,"['atlanta', 'hawk', 'regime', 'torn', 'apart']",0,0,0
D'Angelo Russell: 'Y'all ain't seen nothing yet',2016-01-08,"['dangelo', 'russell', 'yall', 'aint', 'seen', 'nothing', 'yet']",0,0,0
Warriors' Green bidding for All-Star starting role,2016-01-08,"['warrior', 'green', 'bidding', 'allstar', 'starting', 'role']",0,0,2
Russell's career game halted by ankle sprain,2016-01-08,"['russell', 'career', 'game', 'halted', 'ankle', 'sprain']",0,0,0
Celts' Stevens on leave to see ill ex-Butler center,2016-01-08,"['celt', 'stevens', 'leave', 'see', 'ill', 'exbutler', 'center']",0,0,0
Howard (back) out vs. Jazz; Utah's Gobert returns,2016-01-08,"['howard', 'back', 'v', 'jazz', 'utah', 'gobert', 'return']",0,0,1
Hawks rout 76ers 126-98 to end two-game skid,2016-01-07,"['hawk', 'rout', '76ers', '12698', 'end', 'twogame', 'skid']",0,0,0
Warriors' arena plan faces new legal challenge,2016-01-07,"['warrior', 'arena', 'plan', 'face', 'new', 'legal', 'challenge']",0,0,2
Lawson suspended three games for latest DUI,2016-01-07,"['lawson', 'suspended', 'three', 'game', 'latest', 'duo']",0,0,0
Forsberg: Evan Turner never at a loss for words,2016-01-07,"['forsberg', 'evan', 'turner', 'never', 'loss', 'word']",0,0,0
Grizzlies waive center Ryan Hollins,2016-01-07,"['grizzly', 'waive', 'center', 'ryan', 'hollins']",0,0,0
Day: No way to stop LeBron's collision with wife,2016-01-07,"['day', 'way', 'stop', 'lebrons', 'collision', 'wife']",0,0,0
Mark Cuban invests in DFS analytics company,2016-01-07,"['mark', 'cuban', 'invests', 'dfs', 'analytics', 'company']",0,0,0
Holmes: Divac says trading him for Kobe was a 'no-brainer',2016-01-07,"['holmes', 'divac', 'say', 'trading', 'kobe', 'nobrainer']",0,0,0
Clerical error forces Blazers' McCollum from lineup,2016-01-07,"['clerical', 'error', 'force', 'blazer', 'mccollum', 'lineup']",0,0,0
"Friedell: Out of all the drama, Bulls finally finding their offense",2016-01-07,"['friedell', 'drama', 'bull', 'finally', 'finding', 'offense']",0,0,0
LeBron: Play inspired by Leah Still's attendance,2016-01-07,"['lebron', 'play', 'inspired', 'leah', 'still', 'attendance']",0,0,0
"Raptors hand Nets 8th straight home loss, 91-74",2016-01-07,"['raptor', 'hand', 'net', '8th', 'straight', 'home', 'loss', '9174']",0,0,0
Raptors' Carroll has arthroscopic surgery on knee,2016-01-07,"['raptor', 'carroll', 'arthroscopic', 'surgery', 'knee']",0,0,0
LeBron's agency ends relationship with Manziel,2016-01-07,"['lebrons', 'agency', 'end', 'relationship', 'manziel']",0,0,0
Begley: Anthony 'trusts' teammates this season,2016-01-06,"['begley', 'anthony', 'trust', 'teammate', 'season']",0,0,0
LeBron on Manziel rumors: 'It's just a distraction',2016-01-06,"['lebron', 'manziel', 'rumor', 'distraction']",0,0,0
Seeing red: Harden upset following laser incident,2016-01-06,"['seeing', 'red', 'harden', 'upset', 'following', 'laser', 'incident']",0,0,0
Trend Watch: Marc Gasol's increased production,2016-01-06,"['trend', 'watch', 'marc', 'gasols', 'increased', 'production']",0,0,0
Lakers GM: Youth growth takes back seat to Kobe,2016-01-06,"['lakers', 'gm', 'youth', 'growth', 'take', 'back', 'seat', 'kobe']",0,0,0
Pelton: One trade the Thunder need to make,2016-01-06,"['pelton', 'one', 'trade', 'thunder', 'need', 'make']",0,0,0
Young: Payne unlocking OKC's deepest team,2016-01-06,"['young', 'payne', 'unlocking', 'okcs', 'deepest', 'team']",0,0,0
Wallace: D-Wade feeling good -- and it shows,2016-01-06,"['wallace', 'dwade', 'feeling', 'good', 'show']",0,0,0
Infographic: The improving defense of Kristaps Porzingis,2016-01-06,"['infographic', 'improving', 'defense', 'kristaps', 'porzingis']",0,0,0
"Curry aggravates shin again, doesn't plan to sit",2016-01-06,"['curry', 'aggravates', 'shin', 'doesnt', 'plan', 'sit']",0,0,0
Adande: LeBron's social activism has found a new outlet,2016-01-05,"['adande', 'lebrons', 'social', 'activism', 'found', 'new', 'outlet']",0,0,0
"Slumping Wolves skip workout, stage long meeting",2016-01-05,"['slumping', 'wolf', 'skip', 'workout', 'stage', 'long', 'meeting']",0,0,0
"Dads of 76ers pan team, allege racism in tweets",2016-01-05,"['dad', '76ers', 'pan', 'team', 'allege', 'racism', 'tweet']",0,0,0
"Jazz waive Millsap, open up final roster spot",2016-01-05,"['jazz', 'waive', 'millsap', 'open', 'final', 'roster', 'spot']",0,0,0
Cregan: Give up on Dwight Howard (and other 2016 fantasy resolutions),2016-01-05,"['cregan', 'give', 'dwight', 'howard', '2016', 'fantasy', 'resolution']",0,0,0
Fantasy: Stephen Curry's health a concern?,2016-01-05,"['fantasy', 'stephen', 'curry', 'health', 'concern']",0,0,0
Bulls' Rose expected back after missing 3 games,2016-01-05,"['bull', 'rose', 'expected', 'back', 'missing', '3', 'game']",0,0,0
Lowe: Why are teams bored with boards?,2016-01-05,"['lowe', 'team', 'bored', 'board']",0,0,0
Uni Watch: Globetrotters go retro for 90th year,2016-01-05,"['uni', 'watch', 'globetrotter', 'go', 'retro', '90th', 'year']",0,0,0
How Philly became pro sports purgatory,2016-01-05,"['philly', 'became', 'pro', 'sport', 'purgatory']",0,0,0
Kaiser: Tim Duncan hurting fantasy lineups,2016-01-05,"['kaiser', 'tim', 'duncan', 'hurting', 'fantasy', 'lineup']",0,0,0
Cauley-Stein's conditioning concerns Kings' Karl,2016-01-05,"['cauleysteins', 'conditioning', 'concern', 'king', 'karl']",0,0,0
Green into rare Warriors air with triple-double,2016-01-05,"['green', 'rare', 'warrior', 'air', 'tripledouble']",0,0,2
Lillard back for Blazers after missing 7 games,2016-01-05,"['lillard', 'back', 'blazer', 'missing', '7', 'game']",0,0,0
Durant sits loss to Kings because of sprained toe,2016-01-05,"['durant', 'sits', 'loss', 'king', 'sprained', 'toe']",0,0,0
Brand signs with 76ers to mentor Okafor,2016-01-05,"['brand', 'sign', '76ers', 'mentor', 'okafor']",0,0,0
Lakers coach Scott: Randle has 'got to grow up',2016-01-04,"['lakers', 'coach', 'scott', 'randle', 'got', 'grow']",0,0,0
Magic PG Payton (ankle) sits out loss to Pistons,2016-01-04,"['magic', 'pg', 'payton', 'ankle', 'sits', 'loss', 'piston']",0,0,0
LeBron and his superstar friends cast All-Star votes for each other,2016-01-04,"['lebron', 'superstar', 'friend', 'cast', 'allstar', 'vote']",0,0,0
Raptors' Carroll out with sore knee vs. Cavs,2016-01-04,"['raptor', 'carroll', 'sore', 'knee', 'v', 'cavs']",0,0,1
Warriors' Barnes plans to return vs. Hornets,2016-01-04,"['warrior', 'barnes', 'plan', 'return', 'v', 'hornet']",0,0,1
MRI reveals no structural damage on Rose's knee,2016-01-04,"['mri', 'reveals', 'structural', 'damage', 'rose', 'knee']",0,0,0
"Pacers' George, Pistons' Morris fined for skirmish",2016-01-04,"['pacer', 'george', 'piston', 'morris', 'fined', 'skirmish']",0,0,0
Pelton: What Curry has taught Michael Jordan,2016-01-04,"['pelton', 'curry', 'taught', 'michael', 'jordan']",0,0,0
Play ball? Celtics mull outdoor game at Fenway,2016-01-04,"['play', 'ball', 'celtic', 'mull', 'outdoor', 'game', 'fenway']",0,0,0
Faried plays 27 minutes one day after neck injury,2016-01-04,"['faried', 'play', '27', 'minute', 'one', 'day', 'neck', 'injury']",0,0,0
"Suns owner rails on Morris, 'millennial culture'",2016-01-04,"['sun', 'owner', 'rail', 'morris', 'millennial', 'culture']",0,0,0
"Undermanned Warriors hold off Nuggets, stay unbeaten at home",2016-01-04,"['undermanned', 'warrior', 'hold', 'nugget', 'stay', 'unbeaten', 'home']",0,0,2
Pelton: Will the Lakers draft Ben Simmons?,2016-01-04,"['pelton', 'lakers', 'draft', 'ben', 'simmons']",0,0,0
Butler one-ups Jordan with 40 in second half,2016-01-04,"['butler', 'oneups', 'jordan', '40', 'second', 'half']",0,0,0
Kobe sits again for apparent issues with shoulder,2016-01-04,"['kobe', 'sits', 'apparent', 'issue', 'shoulder']",0,0,0
Butler tops Jordan Bulls record with 40 points in half,2016-01-03,"['butler', 'top', 'jordan', 'bull', 'record', '40', 'point', 'half']",0,0,0
Bulls' Rose to undergo MRI on sore right knee,2016-01-03,"['bull', 'rose', 'undergo', 'mri', 'sore', 'right', 'knee']",0,0,0
Nets lose Jack for rest of season with torn ACL,2016-01-03,"['net', 'lose', 'jack', 'rest', 'season', 'torn', 'acl']",0,0,0
"Duncan held scoreless for 1st time in 1,360 games",2016-01-03,"['duncan', 'held', 'scoreless', '1st', 'time', '1360', 'game']",0,0,0
Curry's return cut short after reinjuring left shin,2016-01-03,"['curry', 'return', 'cut', 'short', 'reinjuring', 'left', 'shin']",0,0,0
Nuggets' Faried immobilized after hit to neck area,2016-01-03,"['nugget', 'faried', 'immobilized', 'hit', 'neck', 'area']",0,0,0
Dirk criticizes crucial call late in Mavs' loss,2016-01-03,"['dirk', 'criticizes', 'crucial', 'call', 'late', 'mavs', 'loss']",0,0,0
Bucks' Mayo forcibly removed after being ejected,2016-01-03,"['buck', 'mayo', 'forcibly', 'removed', 'ejected']",0,0,0
Fisher irked by 'horrendous' defense from Knicks,2016-01-03,"['fisher', 'irked', 'horrendous', 'defense', 'knicks']",0,0,0
Karl ties Jackson for fifth in wins as Kings roll,2016-01-02,"['karl', 'tie', 'jackson', 'fifth', 'win', 'king', 'roll']",0,0,0
Curry (shin) back in lineup after 2-game absence,2016-01-02,"['curry', 'shin', 'back', 'lineup', '2game', 'absence']",0,0,0
Nets' Jack feels 'worst pain' ever with knee injury,2016-01-02,"['net', 'jack', 'feel', 'worst', 'pain', 'ever', 'knee', 'injury']",0,0,0
"Kobe feeling better, questionable to play vs. Suns",2016-01-02,"['kobe', 'feeling', 'better', 'questionable', 'play', 'v', 'sun']",0,0,1
